Calcite,,Aragonite,,Mg-calcite,
X,Y,X,Y,X,Y
25.14679105901123,5215.313784313386,80.01491320859418,5231.857041288779,31.036121178490298,5219.13746163317
17.96521407390709,5213.831133924082,51.00143929803875,5226.446667938336,24.28529314859452,5216.874468933706
21.569701909237523,4439.185322628194,40.812249640175494,4418.818388333016,6.488633013682005,4437.520592366519
8.06561811781435,4420.170981670627,32.698770527338,3998.7341113635184,3.3273796105224847,4428.754747082387
2.0209131739122874,3489.092548597985,30.9782024381362,4016.343836162797,7.854058647059844,4014.7571401321384
7.048745382974669,3494.47691053809,15.67343541366813,3536.8234865694412,5.8414691244559265,4003.910382020913
24.12090103525413,2521.520106820192,12.222588308738104,3514.089513933446,4.75384535349507,3513.1270917509155
15.216328229316595,2523.1588256715277,13.778070646990486,2511.271611146756,10.33207900532367,2517.5143496280366
3.496280368321571,2008.1589123762292,6.452910676816899,2510.049074860839,12.772989751504326,2513.092409870463
1.0529418905093024,1998.0924965751647,5.219276189154975,2005.0375431355892,1.9144398009260044,1996.5318119548442
,,4.501361263807727,2006.3381136525227,1.746926318344979,996.8352784087951
,,3.326339154108936,993.9740232715417,2.610851960393294,1009.7629493471136
,,0.7980300691903501,476.8151629181334,,
